 #0
   -1.0000E+00    2.0000E+00   5.00000
   -5.0000E-01    2.0000E+00   4.25000
   -1.0000E+00    1.0000E+00   2.00000
  
  
 #1
   -1.0000E+00    1.0000E+00   2.00000
   -5.0000E-01    2.0000E+00   4.25000
    7.5002E-01    5.0000E-01   0.81253
  
  
 #2
    7.5002E-01    5.0000E-01   0.81253
   -1.0000E+00    1.0000E+00   2.00000
    6.2503E-01    1.0000E-05   0.39066
  
  
 #3
    6.2503E-01    1.0000E-05   0.39066
    7.5002E-01    5.0000E-01   0.81253
    1.0000E-05    6.2500E-01   0.39063
  
  
 #4
    1.0000E-05    6.2500E-01   0.39063
    6.2503E-01    1.0000E-05   0.39066
    1.0000E-05    1.0000E-05   0.00000
  
  
 #5
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    6.2500E-01   0.39063
    1.0000E-05    6.2500E-01   0.39063
  
  
 #6
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    6.2500E-01   0.39063
    1.0000E-05    1.0000E-05   0.00000
  
  
 #7
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #8
    1.0436E-05    8.2710E-06   0.00000
    1.0680E-05    1.0000E-05   0.00000
    1.0734E-05    1.0000E-05   0.00000
  
  
 #9
    9.1938E-06    8.0142E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #10
    8.6870E-06    7.8105E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #11
    7.8235E-06    7.2986E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #12
    7.8108E-06    6.2958E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #13
    6.3431E-06    6.3197E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #14
    5.3885E-06    5.6706E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #15
    4.6533E-06    4.8374E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #16
    5.1287E-06    4.2596E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #17
    4.3487E-06    4.2524E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #18
    3.8801E-06    3.8338E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #19
    3.5975E-06    3.3142E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #20
    3.6669E-06    3.0153E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #21
    3.0355E-06    3.5877E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #22
    3.5629E-06    2.9242E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #23
    3.3248E-06    3.2409E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #24
    2.7678E-06    2.7435E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #25
    2.8361E-06    2.2041E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #26
    2.4199E-06    1.8770E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #27
    2.8479E-06    1.7197E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #28
    2.7735E-06    1.7722E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #29
    2.6299E-06    1.5715E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #30
    2.1077E-06    1.4374E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #31
    1.7405E-06    1.5983E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #32
    1.6477E-06    1.4821E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #33
    1.7588E-06    1.2979E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #34
    1.7597E-06    1.0629E-06   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #35
    1.6418E-06    9.0187E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #36
    1.3790E-06    9.3389E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #37
    1.2174E-06    8.7191E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #38
    9.7622E-07    8.1129E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #39
    7.8931E-07    6.9776E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #40
    7.0734E-07    5.9017E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #41
    5.8891E-07    5.0591E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #42
    5.3141E-07    4.1793E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #43
    5.0927E-07    3.3694E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #44
    4.4339E-07    3.2581E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #45
    3.5281E-07    3.5353E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #46
    4.0416E-07    2.9283E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #47
    4.0139E-07    2.3542E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #48
    3.4972E-07    2.1521E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #49
    3.4360E-07    2.2809E-07   0.00000
    1.0000E-05    1.0000E-05   0.00000
    1.0000E-05    1.0000E-05   0.00000
  
  
 #50
