	260	265	270	275	280	285	290	295	300	305	310	315	320	325	330	335	340	345	350	355	360	365	370	375	380	385	390	395	400	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700	705	710	715	720	725	730	735	740	745	750
430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-19638	-10372	-7057	-5139	-4214	-3504	-3693	-3389	-3296	-3228	-3376	-4718	-6252	-6745	-5289	-5227	-4783	-4300	-4955	-4306	-4264	-4079	-3878	-3332	-2931	-3140	-2621	-2599	-2110	-2098	-1811	-1881	-1585	-1519	-1507	-1263	-1087	-1032	-1006	-908	-882	-942	-640	-790	-742	-536	-640	-372	-454	-480	-458	-358	-458	-296	-490	-352	-328	-386	-354	-288	-352	-290	-346
420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-23448	-12777	-8268	-6595	-5378	-4702	-3882	-3698	-3385	-3256	-4063	-6101	-6433	-5293	-4041	-4166	-4238	-4218	-4375	-4479	-4539	-4536	-3980	-3705	-3648	-3187	-3218	-3000	-2740	-2127	-1942	-2230	-1864	-1912	-1825	-1465	-1497	-1491	-1289	-1349	-1237	-1289	-846	-960	-804	-758	-716	-610	-682	-552	-492	-452	-576	-658	-388	-420	-470	-352	-402	-364	-530	-418	-328	-368	-382
410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24831	-13665	-9203	-7032	-6532	-5759	-5234	-4835	-4608	-4470	-7160	-8319	-6453	-4409	-3472	-3261	-3809	-3596	-4028	-4371	-4222	-4106	-4463	-4029	-4095	-3557	-3365	-3187	-2800	-2779	-2435	-2353	-2094	-2322	-2012	-1665	-1527	-1505	-1683	-1529	-1261	-1273	-1279	-1122	-1126	-794	-932	-890	-840	-690	-698	-790	-768	-610	-558	-584	-584	-604	-492	-540	-530	-350	-484	-450	-406	-420	-400
400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26574	-14880	-10080	-7789	-6872	-6407	-6186	-7025	-6662	-9042	-12060	-9526	-6662	-5537	-4495	-3768	-4397	-3994	-4576	-4436	-4636	-4723	-4728	-4455	-4476	-4228	-4416	-4070	-3402	-3356	-2992	-3016	-2867	-2481	-2361	-2553	-2250	-2044	-2046	-1809	-1719	-1441	-1519	-1371	-1383	-1113	-1221	-1102	-1086	-1036	-852	-896	-838	-746	-730	-680	-696	-716	-694	-512	-644	-706	-544	-642	-596	-624	-592	-554	-700
390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32806	-19693	-13516	-10523	-8995	-7650	-7733	-8088	-8939	-14068	-13848	-9654	-8264	-7807	-7265	-6222	-5963	-6050	-5840	-5287	-5594	-5604	-5491	-5296	-5449	-4832	-5078	-4555	-4667	-4387	-4261	-4001	-3820	-3232	-2957	-2762	-2659	-2459	-2358	-2200	-2036	-1779	-1815	-1495	-1543	-1367	-1299	-1237	-1295	-1207	-1098	-1078	-992	-884	-802	-834	-848	-834	-786	-776	-926	-854	-794	-758	-742	-746	-840	-842	-856	-940	-1022
380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29638	-16527	-11506	-9714	-8731	-8322	-8092	-9330	-14160	-17076	-12925	-10253	-10021	-10265	-9523	-9134	-8265	-8433	-8230	-7265	-7326	-6988	-6746	-7143	-6802	-6529	-6104	-5970	-5999	-5775	-5243	-4680	-4204	-4254	-3916	-3856	-3384	-3295	-3182	-2689	-2395	-2192	-2116	-1960	-1701	-1433	-1683	-1415	-1447	-1203	-1257	-1267	-1116	-1122	-1030	-1044	-1024	-894	-1010	-876	-858	-790	-1028	-1010	-1060	-1112	-1118	-1198	-1423	-1619	-1905	-3237	0.00E+00
370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-31997	-21158	-13683	-10368	-9270	-9352	-9284	-12810	-19632	-15755	-11858	-11364	-11599	-11554	-11852	-11452	-11818	-10873	-10676	-10061	-9299	-8597	-8152	-7841	-8471	-8062	-7463	-6887	-6942	-6459	-6210	-5627	-5447	-4954	-4884	-4458	-4085	-3675	-3362	-2746	-2605	-2531	-2527	-2222	-2006	-2016	-1715	-1569	-1695	-1543	-1425	-1309	-1201	-1247	-1329	-1251	-1219	-1285	-1196	-1252	-1291	-1269	-1251	-1323	-1313	-1577	-1721	-2023	-2628	-4430	0	0	0	0	0
360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33376	-19308	-13759	-15230	-12132	-10415	-11437	-18450	-21535	-13997	-10858	-11318	-12412	-12769	-12836	-13227	-13371	-12709	-12960	-12030	-11827	-11194	-10258	-9865	-9322	-9026	-8736	-7703	-7749	-7462	-7111	-6115	-6151	-5839	-5886	-4985	-4689	-3874	-3976	-3355	-3289	-2950	-2699	-2292	-2190	-2198	-2084	-2052	-1887	-1887	-1715	-1603	-1505	-1329	-1451	-1295	-1511	-1455	-1537	-1595	-2233	-2550	-2354	-2330	-2221	-2374	-3049	-4867	0	0	0	0	0	0	0	0	0
350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33375	-20027	-14347	-12253	-11798	-13999	-18616	-24885	-19054	-12369	-11719	-12731	-12890	-13310	-13482	-13542	-13667	-13998	-13624	-13232	-13116	-13174	-12706	-11869	-10802	-10219	-10428	-9934	-9194	-8226	-7695	-7571	-6860	-6791	-6202	-5505	-5248	-4661	-4342	-3918	-3639	-3066	-3252	-2860	-2489	-2389	-2134	-2150	-1876	-2082	-1813	-1781	-1737	-1811	-1641	-1753	-1495	-1583	-1569	-1829	-1817	-2139	-2181	-2500	-3241	-5218	0	0	0	0	0	0	0	0	0	0	0	0	0
340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-31171	-19514	-15427	-13643	-12859	-14379	-25837	-27429	-18623	-13913	-13346	-13759	-14591	-14832	-14783	-14736	-15236	-15577	-15674	-15329	-15050	-14651	-14154	-13627	-13699	-13111	-11661	-11601	-10520	-9983	-8831	-8539	-7732	-7307	-6683	-5943	-5413	-5027	-4914	-4236	-4147	-3781	-3974	-3138	-3106	-2639	-2573	-2122	-2106	-2272	-2080	-2013	-1889	-1929	-1837	-1859	-1827	-2063	-2085	-2406	-2490	-2692	-3800	-6207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-28952	-19540	-15272	-14353	-15215	-25048	-41619	-26729	-17328	-16747	-17553	-17195	-17037	-17781	-16950	-17602	-17438	-18274	-18184	-17509	-18130	-17779	-16914	-16629	-16536	-16434	-15679	-14221	-13022	-12437	-11577	-10620	-9442	-8757	-7899	-7215	-7060	-6501	-6245	-5314	-5185	-4920	-4217	-3878	-3485	-3328	-2927	-3101	-2721	-2478	-2424	-2470	-2278	-2136	-2450	-2005	-2366	-2462	-2632	-3403	-4043	-6608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25124	-17534	-16451	-15648	-18981	-45754	-48102	-22867	-19674	-19162	-19342	-19052	-19708	-19584	-19244	-19955	-19597	-20004	-20023	-20538	-19561	-19085	-19028	-18644	-17733	-18250	-16936	-15281	-15261	-13594	-13410	-12291	-11079	-10050	-8723	-8334	-7785	-7476	-6611	-6201	-5837	-5275	-4724	-4465	-3884	-3737	-3434	-3114	-2869	-2725	-2554	-2632	-2528	-2384	-2570	-2474	-2909	-3241	-4247	-6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	0	0	0	0	0	0	0	0	0	0	0	0	-19717	-14370	-13186	-14086	-29128	-56802	-32591	-21084	-21895	-21448	-21469	-21093	-20131	-20495	-20274	-20140	-19855	-19793	-20435	-20033	-19323	-19443	-18669	-18429	-18766	-17225	-16501	-16605	-15167	-14291	-14103	-12667	-11780	-11395	-10611	-9665	-8448	-7692	-7499	-6324	-6333	-5478	-5255	-4672	-4211	-4038	-3935	-3474	-3102	-2995	-3169	-2759	-2603	-2789	-3017	-3201	-4001	-5796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	0	0	0	0	0	0	0	0	0	0	-14625	-13421	-14903	-20027	-49436	-47242	-25572	-25532	-25017	-25689	-25692	-24586	-22779	-21256	-19783	-18072	-16935	-17650	-16791	-16423	-16354	-16007	-16063	-16063	-14628	-14255	-14726	-13909	-13018	-12584	-12350	-12408	-11389	-10526	-9541	-9606	-8533	-7799	-7216	-6743	-6178	-6027	-5336	-4666	-4868	-4600	-3782	-3589	-3429	-3220	-2823	-2807	-2843	-2797	-3105	-4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	0	0	0	0	0	0	0	0	-7809	-9934	-13511	-27883	-57355	-36002	-27878	-30745	-37056	-39204	-36278	-37267	-36056	-31393	-23797	-21466	-17644	-14045	-13102	-10964	-10169	-9407	-9993	-8624	-8617	-8387	-8675	-7484	-8201	-7746	-7796	-7440	-7293	-7684	-7728	-7092	-7324	-7271	-6995	-6710	-6319	-5755	-5566	-5052	-4829	-4760	-4358	-4079	-3637	-3430	-3277	-3002	-2908	-3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	0	0	0	0	0	0	-2134	-3788	-6717	-25014	-30811	-15547	-14409	-15540	-15214	-14708	-15893	-14414	-11919	-10622	-8723	-6181	-4050	-2252	-1659	-2008	-709	-1829	-1022	-346	-1770	-1395	-2050	-3412	-3609	-4879	-4882	-4950	-6140	-6633	-6852	-7706	-7233	-6775	-6620	-7089	-6683	-6638	-6083	-6238	-5888	-5670	-5274	-5242	-4639	-4458	-4419	-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	0	0	0	0	-240	-594	-2511	-11902	-9525	-7410	-8406	-9717	-10118	-10171	-9362	-8644	-8092	-6925	-5722	-4853	-3664	-2594	-1705	-1003	-1481	-1328	-993	-780	-1653	-1765	-2437	-3915	-4522	-4620	-5173	-6105	-6404	-7533	-7920	-7871	-7954	-8481	-8373	-8286	-7875	-7722	-7093	-7121	-6714	-6938	-6456	-6351	-5792	-5450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	0	0	-22	-50	-470	-1627	-1165	-1637	-2485	-3595	-4813	-5272	-5567	-5596	-5788	-5794	-6832	-7327	-6650	-6692	-6301	-5911	-5803	-4656	-4582	-4209	-4333	-4782	-4888	-5010	-5134	-5956	-6168	-6680	-6916	-7704	-8029	-7586	-8156	-8510	-8285	-8417	-8131	-7350	-7051	-7362	-6484	-6547	-6249	-5456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	-14	-46	-56	-70	-92	-172	-540	-934	-1587	-2452	-2838	-3527	-3736	-3825	-3844	-4359	-5532	-6126	-6261	-7426	-7428	-7084	-6590	-6146	-6168	-6200	-5818	-6019	-6253	-6154	-6289	-6749	-6350	-6567	-6512	-6356	-6289	-6489	-6539	-5912	-6345	-6048	-5618	-5975	-5116	-5179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
